Unnamed: 0,x_i,x_j,Label
1365,that stunt your boy pulled over,was reckless and dangerous.,Gemini
1366,i got straight to the,"point, and didn't waste any time.",Gemini
1367,now that i knew she was on the,verge of solving the case.,Gemini
1368,"yes , i do , but it will","take a while, but it is inevitable.",Gemini
1369,lexi thought the abbreviated version of that,message made her giggle.,Gemini
1370,it did n't stop the mothers from pursuing,their children from getting involved.,Gemini
1371,he turned his head and lifted,"his head, revealing a small, intricate tattoo.",Gemini
1372," what , just because i 'm a woman",just because I'm a woman?,Gemini
1373," amos , '' naomi said over her",voice barely a whisper.,Gemini
1374,bear and i sat shoulder to,"shoulder to shoulder, sharing a quiet moment.",Gemini
1375,you know i got your dream,your dreams come true.,Gemini
1376,we can take over the,whole operation.,Gemini
1377, these pardoned lords would do,would do their best to serve the crown.,Gemini
1378,tree branches hung over the pavement and,created a canopy of shadows.,Gemini
1379,and i believe he still,is still out there.,Gemini
1380,he prayed that she and jordan would,"they would have a long, happy life together.",Gemini
1381,a few canadian geese passed overhead,"flew overhead, their cries echoing through the valley.",Gemini
1382,the scent of damp keeps the darkness company,clings to the edges of this desolate place.,Gemini
1383,but neither had she expected to be kidnapped,but she was determined not to be a victim.,Gemini
1384, they 're like the,shadows lurking in the darkness.,Gemini
1385,"he wrapped her in his good arm ,","his good arm around her, pulling her close for comfort.",Gemini
1386,"he grunted , waited a","moment, trying to decide what to do next.",Gemini
1387,"without answering , leo got to his feet",and strode confidently towards the exit.,Gemini
1388,he sees me as a mousy librarian who writes thrillers,who writes thrillers.,Gemini
1389, i like helping new artists,working with other artists.,Gemini
1390,"no , i had a real",fake ID.,Gemini
1391,"she had many ingredients now , stowed away , but",but she had no idea what they were for.,Gemini
1392,she reaches up and cups my face,his fingers tracing her jawline.,Gemini
1393,beth grabbed her woolen jacket,coat and left the house.,Gemini
1394,she was the one who 'd been wronged,had been betrayed.,Gemini
1395,what if they decide,to take action.,Gemini
1396,she got off the toy she drove and,started walking towards the house.,Gemini
1397,"fortunately , sylvia was",able to get through this.,Gemini
1398,and i raged at him for hiding himself,and I’m still furious at him for it.,Gemini
1399,he mentioned wanting to be a zen buddhist,"to live a simple, peaceful life.",Gemini
1400,"to get the promotion to captain , he",had to make some difficult choices.,Gemini
1401,he was n't even all,that good of a person.,Gemini
1402,apart from the geographical intimacy that we shared,was a strong bond.,Gemini
1403,"or maybe she 's just stronger than i am ,","he said, a hint of doubt in his voice.",Gemini
1404,"they chronicle the past of all engla-lond , and",the legends and myths are passed down through generations.,Gemini
1405,"half of us are n't even earth citizens ,",are even aware of the existence of other worlds.,Gemini
1406,seth breathes through his mouth,"nervously, his chest rising and falling rapidly.",Gemini
1407,"at that very moment , fireworks exploded",illuminating the night sky.,Gemini
1408,"while squatting in the field , what comes",to mind is the overwhelming sense of relief.,Gemini
1409,"her arms and legs felt like lead , but",her determination burned bright.,Gemini
1410,frankie put her hands on her,"her hips, her touch gentle and reassuring.",Gemini
1411,the septon was arranging,the sacred texts.,Gemini
1412,chapter eight the next couple weeks of my,of my life was filled with both challenges and triumphs.,Gemini
1413,for the first time he realized that flagg,was a far more complex individual than he had initially believed.,Gemini
1414,he knew more about life,than most people his age.,Gemini
1415,please just let me go home,I'm begging you.,Gemini
1416,"tiffany showed her into the kitchen , then",offered her a cup of tea.,Gemini
1417, why the hell did n't,you tell me what happened?,Gemini
1418,you would have succeeded this way in not making himself/herself/themselves,making themselves vulnerable.,Gemini
1419,adam knew the hunters would come looking for,and he felt a surge of adrenaline.,Gemini
1420,"she stayed on her back , hidden","hidden from view, waiting for the right moment to strike.",Gemini
1421,was jial aware of her emotions,what was happening around her?,Gemini
1422, the saddles were switched before you came,the race had already begun.,Gemini
1423,"his gaze scanned the room , looking for an escape","his eyes darting around the room, searching for an escape route.",Gemini
1424,"now ! excitement , fierce in its intensity",filled the air.,Gemini
1425,even though i had pounded on the door,I still couldn’t shake the feeling that something was wrong.,Gemini
1426,i could do with some,a moment of peace and quiet.,Gemini
1427,a new white gown of venetian silk with slashed,"sleeves, it was exquisite.",Gemini
1428,"if you go and break my legs ,",I'll kill you.,Gemini
1429,chapter two she had tried,tried everything she could think of to get through to him.,Gemini
1430,"by the way , brendan , you",you're a better man than I thought.,Gemini
1431," fastidiousness , wariness , allergies to pointless",social niceties.,Gemini
1432,"in the end , it just made us",stronger together.,Gemini
1433,marge was the type to,avoid confrontation at all costs.,Gemini
1434,"as we ate , i eventually worked up",the courage to tell him how I really felt.,Gemini
1435,"he got closer , his face got closer ,",and his voice dropped to a near whisper.,Gemini
1436,the deputy led the way,to the scene.,Gemini
1437,so much for those self-defense classes i 've,those self-defense classes I took years ago.,Gemini
1438," yes , and i was",completely unprepared for what happened next.,Gemini
1439,get her before she runs out the door,before she could reveal her secrets.,Gemini
1440,the smile faded though when she,she realized the seriousness of the situation.,Gemini
1441,but it 's never made me,truly happy before.,Gemini
1442,"well , as much fire as he","could muster, it wasn't enough.",Gemini
1443,i thought i saw a light ... a,shimmering in the distance.,Gemini
1444, and then you can,then you can leave.,Gemini
1445,night was spreading slowly,and the air grew heavy with anticipation.,Gemini
1446," i mean , your men have got",got this under control.,Gemini
1447,"she still breastfed the little ones ,",and she was deeply worried.,Gemini
1448,but emma noticed that she would,had been deliberately avoiding him.,Gemini
1449,to vuk that sounded less like a,"threat, but more like a plea for help.",Gemini
1450, no child should ever be,be treated so cruelly.,Gemini
1451,the neoclassical architecture was some of,some of the most beautiful examples in the country.,Gemini
1452,i 'll be here,"right here, waiting for you.",Gemini
1453,"honestly , dennis , you told",lied to me.,Gemini
1454,"a petite woman , in her early forties",with fiery red hair and piercing blue eyes.,Gemini
1455,i will not cry in front,of anyone.,Gemini
1456, we do n't train in uniform usually,we don't wear uniforms to class.,Gemini
1457,the words are spoken and they mix with the,sounds of the city.,Gemini
1458, tell the lad to hurry,to hurry up!,Gemini
1459, you do n't understand,what I'm trying to do.,Gemini
1460,i could have come up with another plan,I'm sure there was.,Gemini
1461,"she fell to her knees and cried , he",knelt beside her and offered his comfort.,Gemini
1462,you would n't like the plan,it’s something you’re not going to want to hear.,Gemini
1463,but he held his tongue in,but his anger was barely contained.,Gemini
1464, i can do all the,the cooking for tonight.,Gemini
1465,she began to speak but,but her voice trembled.,Gemini
1466, he 's missing his pinky and,his left ring finger.,Gemini
1467,i left him at the tent,safely.,Gemini
1468,"panicked , she turned sharply right , narrowly missing",a speeding car.,Gemini
1469,he was genuinely hoping she,would find a way to escape.,Gemini
1470, fifty bucks says the marlins whip boston,but the yankees will win the pennant.,Gemini
1471,"he moved slightly , feeling the instant reaction",and his muscles tensed.,Gemini
1472,how much he actually understood,of the situation.,Gemini
1473," wow , those are",beautiful.,Gemini
1474,she put the glasses down and,and turned her attention to the task at hand.,Gemini
1475,once he regained control,"his composure, he began to speak calmly.",Gemini
1476,cupids arrow is squarely,aimed at her heart.,Gemini
1477, if you would please return to the,scene of the crime.,Gemini
1478,zane looked up at,the swirling clouds overhead.,Gemini
1479,how many times do i have to,tell you that again?,Gemini
1480,thats not exactly right,that’s not quite true.,Gemini
1481,with best friends like morgan,"like this one, you’re lucky.",Gemini
1482, it 's for the,greater good.,Gemini
1483,"how else to understand the true import , not so",to see beneath the surface.,Gemini
1484,wroth could plan battles and sieges - he,was a brilliant military strategist.,Gemini
1485,he grimaced when he tried,he tried to ignore the pain.,Gemini
1486,it wouldnt take many to move large amounts,to move a mountain.,Gemini
1487, it 's sort of,kind of pointless.,Gemini
1488, camping ... why the hell would,anyone want to go camping in this weather?,Gemini
1489, i think you might have a concussion,you should probably go to the hospital.,Gemini
1490,i wanted it to be funny-i needed it,to be believable-I needed it to be true.,Gemini
1491,was the final refutation as he,he delivered a devastating blow.,Gemini
1492, i conjured that book so that when this,"this prophecy unfolds, it will save your lives.",Gemini
1493,"yes , her soul got us to you","she said, her voice filled with emotion.",Gemini
1494,standing in the doorway with an eyebrow cocked,his eyes narrowed in suspicion.,Gemini
1495,"exhaling , i gently reached for a line","of dialogue in the script, my eyes scanning the pages.",Gemini
1496,"and here she was , staring at him through her",eyes filled with a mixture of fear and confusion.,Gemini
1497,"i spat the water out , and the noise must",have been heard for miles.,Gemini
1498,"again , he noted the",subtle change in his demeanor.,Gemini
1499,tears stung dak 's eyes as they dragged,him away from the scene.,Gemini
1500," no one believes me , but in","my opinion matters, but there’s a chance that I might be wrong.",Gemini
1501,why does justice move so quickly when,it seems to favor the powerful.,Gemini
1502, have you seen him,him?,Gemini
1503,"freaky girl , not one of","us, she's a force of nature.",Gemini
1504,minos gave roach the,"the information, his expression unreadable.",Gemini
1505,"but her phone is downstairs , in the","living room, on the table.",Gemini
1506, i-he 's calling at,the wrong number.,Gemini
1507,that same grim smile tilted the,"corners, a sinister glint in his eyes.",Gemini
1508,"as different as night and day , he",was the complete opposite of his brother.,Gemini
1509,the rest of them think i,I'm crazy.,Gemini
1510," dude , you need to take him out ,",take him down before he hurts anyone else.,Gemini
1511,nassar took it from him and shrugged it,off nonchalantly.,Gemini
1512,he shook the shock of what had just happened,and tried to regain his composure.,Gemini
1513,the thought of kissing her until she,she couldn't breathe.,Gemini
1514, mark 's a goner,he's dead.,Gemini
1515,"well , well ,",look at this mess.,Gemini
1516,the earthling took a seat on,"the dusty, old bench.",Gemini
1517, somehow i do n't see that ending with,a happy ending.,Gemini
1518, he 's not innocent,and he should be brought to justice.,Gemini
1519,"they were filled with supplies-one a pantry ,",one a medical kit.,Gemini
1520,she still wore her jeans but had,changed into a more comfortable outfit.,Gemini
1521,i move my eyes from the,the horrifying scene.,Gemini
1522,their brother adas joined them at the,"table, his presence a silent comfort.",Gemini
1523,nano gazed down the dark cavern,and felt a surge of apprehension.,Gemini
1524,imperial avenue was a four lane divided highway,with a median strip.,Gemini
1525, and did anything jump,out of the ordinary happen?,Gemini
1526,jonathan 's going to bust something when,he gets his hands on the evidence.,Gemini
1527,"for instance , i can appreciate the multi-billions",the sheer scale of the project.,Gemini
1528,it 's impossible not to,help but be impressed by his determination.,Gemini
1529,cyn 's footsteps sounded,echoed down the hallway.,Gemini
1530,"all his life , even when soldiers fought",fought for their beliefs.,Gemini
1531,"liz smiled coyly , her eyes",twinkling mischievously.,Gemini
1532,"while laughing at her comment , seth rushed",to explain his reasoning.,Gemini
1533,i unwound myself from him and could,breathe easily.,Gemini
1534," like wolf said , the real","problem is, we don't know who to trust.",Gemini
1535,i 'd always thought,that everything would work out in the end.,Gemini
1536,i was happy there and no,any regrets.,Gemini
1537, i 've missed my family so much,seeing them.,Gemini
1538,"well , replied mitch , i might have to",check the security footage.,Gemini
1539,i knew that in the wolf world,the alpha would always protect his pack.,Gemini
1540,an entire dam of words,formed a dam against the approaching tide.,Gemini
1541,if you 're not comfortable doing this,"this task, I think you should reconsider.",Gemini
1542,"surely , the cops would",be all over this in a minute.,Gemini
1543,again positioning himself face-down and grasping the floor,and trying to control his breathing.,Gemini
1544,kenny turned his laptop,to check his emails.,Gemini
1545, why did n't,you tell me what happened?,Gemini
1546,lady aquitaine wore clothing similar to amara 's,similar in style to the queen's.,Gemini
1547,the trance-like state was to be triggered by,a specific frequency.,Gemini
1548,ssassi withdrew a small pile of midnight black fragments that,that shimmered with an unnatural light.,Gemini
1549,"with the bridge out , the walk",to the bunker became treacherous.,Gemini
1550,he clamped the other end of,"the other end of the rope, pulling with all his might.",Gemini
1551," god , you feel good , ''",you feel amazing.,Gemini
1552, all 's far in fake dating and,that’s not the point.,Gemini
1553,he had not seen her since,their last encounter.,Gemini
1554,"briefly , i considered slapping him","him, but then decided against it.",Gemini
1555,he lets her go long enough to grab,the opportunity to escape.,Gemini
1556,a bright green stone sat in,the center of the display case.,Gemini
1557,there was no scolding when she saw,she received the devastating news.,Gemini
1558,"unfortunately , almost everything else was",was a carefully constructed lie.,Gemini
1559,sonia thought that was a bit overkill considering no one,anyone would expect the plan to succeed.,Gemini
1560,chapter 37 the boss of you the cool crisp breeze,and she felt a sudden chill in the air.,Gemini
1561,although i intend to make,create a masterpiece.,Gemini
1562,"his usually gloriously and enormously spiked hair ,",was now neatly combed and tied back.,Gemini
1563,a little overcome with the knowledge of the,devastating news.,Gemini
1564,she 'd always considered herself lucky that rory,had always looked after her.,Gemini
1565,"he angrily brushed it away , spitting to",to the ground in disgust.,Gemini
1566,cawley took a slow,"deep breath, trying to calm his nerves.",Gemini
1567,"clearly , that idea was",was ridiculous.,Gemini
1568," you bastard , ''",you son of a bitch!,Gemini
1569,my husband quit drinking alcohol,"completely, but he still struggled with cravings.",Gemini
1570,"i hate it , hate it- oh yeah",I’m so angry.,Gemini
1571,no one 's going,going to let this happen.,Gemini
1572,"the way she looked at him , her",expression was unreadable.,Gemini
1573,"if i killed you now , the only",consequence would be his own demise.,Gemini
1574,i taught him how to play my favorite,favorite video game.,Gemini
1575,i stared at him then said,and I could barely contain my fury.,Gemini
1576," it was n't so very cold ,",but it was quite pleasant.,Gemini
1577,he returned to his study and,began to write in his journal.,Gemini
1578," jesus , mase you scared",you scared the shit outta me!,Gemini
1579,"but this was different ,",but this felt different.,Gemini
1580, but that's-no wonder you always went all,out of your way to help me.,Gemini
1581,her boys could be heard,laughing and playing in the backyard.,Gemini
1582,she had to maintain control,a cool head.,Gemini
1583, i 'm surprised to hear i 'm,to be told I was wrong.,Gemini
1584," yes , and come summer , we",we'll have a party.,Gemini
1585,but the past pleasure of my chat with,him was still fresh in my mind.,Gemini
1586,i shut my eyes and attempt to,clear my head.,Gemini
1587,elissa pulled back quickly and jemima,and then ran off crying.,Gemini
1588, aes sedai training is very extensive in relation,to the skills required of a warrior.,Gemini
1589, do you need,any help right now.,Gemini
1590,"he hissed , his",voice dripping with venom.,Gemini
1591,"i hope i am not sounding harsh ,",I hope I haven’t offended you.,Gemini
1592,"we 're still considering that option , but",but we need to proceed with caution.,Gemini
1593, i do n't want,to be involved in this.,Gemini
1594, you really think there was,a motive.,Gemini
1595,last time we were,together.,Gemini
1596,we 've lost ahmed,he’s been missing for days.,Gemini
1597,there was a short pause at the other,"end, and then the line went dead.",Gemini
1598,because he 'll walk,away and never look back.,Gemini
1599,"and whatever you do , keep your guns",loaded and ready.,Gemini
1600,"gobbled up chester , his",eyes bulging out.,Gemini
1601,what about that maniac,who was responsible for all this chaos?,Gemini
1602,"when they burst outside , the cool evening",air was crisp and cool.,Gemini
1603,she did n't see the actual biting,but the aftermath was undeniable.,Gemini
1604,the battle priest charged forward and made enough,enough of a distraction to allow his allies to escape.,Gemini
1605,"easing his finger out , he crawled up her","her back, his touch gentle yet insistent.",Gemini
1606,she slung one backpack over her shoulder and,and started walking.,Gemini
1607,a part of her that still unthinkingly conformed,"to societal norms, even in the face of danger.",Gemini
1608,"god be with you , my son he","whispered, his voice thick with emotion.",Gemini
1609," that 's not true ,","she said, her voice sharp.",Gemini
1610,"no , its too far and its too dangerous ,",it's too dangerous to go there.,Gemini
1611,i was in the door,doorway and stepped inside.,Gemini
1612,he must be at the passenger 's,seat.,Gemini
1613, i 'm here,I’m right here.,Gemini
1614,he seemed oddly refined despite his careless attitude,and yet he possessed a certain charm.,Gemini
1615,something tells me that that is,a sign that things might not be as they seem.,Gemini
1616,chapter three the terrain is,is unforgiving.,Gemini
1617,"now , as toby looked into the dressing room",he saw her reflection staring back at him.,Gemini
1618,and way better than sitting in the,sitting in that stuffy office.,Gemini
1619,"i grab a mop , a broom and",and a bucket.,Gemini
1620, because you 're going to freak out,going to be very upset.,Gemini
1621, so no one 's robbed,nobody will notice anything missing.,Gemini
1622, i just do n't want,want to talk about it right now.,Gemini
1623,a rumble built in his throat,"in his chest, a sign of his growing anger.",Gemini
1624,"he wanted to say , be quiet , and you",listen to me!,Gemini
1625,"several minutes passed in silence , and while",I felt a sense of unease growing within me.,Gemini
1626,"reaching down , he worked the","clasp on the box, trying to open it.",Gemini
1627,the smart thing to do would 've been,to have called for backup.,Gemini
1628,he called paul who warily approached,who was clearly nervous.,Gemini
1629," you know , one of the things",the things I've learned over the years is that you can never be too careful.,Gemini
1630,this gives the baby shark about,a very small chance of survival.,Gemini
1631,which is exactly why french will,always surprises me.,Gemini
1632,she had known this was,a trap.,Gemini
1633,i have little time with you and i,I need to get back to work.,Gemini
1634,is that what you were,what you’re trying to do?,Gemini
1635," indeed it was , virginia",that’s exactly what happened.,Gemini
1636,got a spare t-shirt,and went to change.,Gemini
1637,all swirls about him as he,he felt a surge of power.,Gemini
1638,i hiss out a breath when she sneaks,she tries to leave the room.,Gemini
1639,i wanted to stay in that little,secluded cabin in the woods.,Gemini
1640,"according to fallon jones , no one understands",the true nature of the beast.,Gemini
1641,none of the vampires even glanced in her,direction.,Gemini
1642,* * * * * liam woke,"Liam woke with a start, a cold sweat clinging to his skin.",Gemini
1643,"jack , he said ,","he said, his voice low and urgent.",Gemini
1644, i truly believe you 're the greatest,the most incredible person I know.,Gemini
1645,"lia was afraid to ask ,",and then felt a surge of anxiety.,Gemini
1646,being raised in passage without an,adoptive parents.,Gemini
1647,"the white space flexes , folds ... 2",and then disappears completely.,Gemini
1648,"sanchez listened to my story , listened to",and gave it her full attention.,Gemini
1649,"come back early on monday , leave your",stuff with you!,Gemini
1650,i felt a little guilty that he 'd,had been so careless.,Gemini
1651,it 'll be coming down,soon.,Gemini
1652,but i will come and give your butt,a swift kick to the ass.,Gemini
1653,"of course , he could n't show",reveal his true feelings.,Gemini
1654,jess and i had been inseparable for years,and we had so much fun together.,Gemini
1655,while he might have been disappointed not to,get the promotion.,Gemini
1656,"but callum faded away , to darkness ,",into the shadows.,Gemini
1657,i staggered with him across the finish line,"to the finish line, gasping for air.",Gemini
1658,she never told me how she,felt about the loss of her friend.,Gemini
1659,you the drake neck snaps his skull at,and you're dead.,Gemini
1660,"god , she looked",she was completely heartbroken.,Gemini
1661,why do you not,tell the truth?,Gemini
1662,then i spent a long time re-measuring them,before making my final decision.,Gemini
1663,"or at least ,",I'm not sure if that's the whole story.,Gemini
1664," i like this , ''",it’s really quite beautiful.,Gemini
1665,"yes , the last time you",were together.,Gemini
1666,i said the words even though i knew,I knew it was a mistake.,Gemini
1667,ali and i flirted a lot,quite often.,Gemini
1668,i crouched down and pet luc,"gently, my touch soft and reassuring.",Gemini
1669,then i smiled at marshall as he stared,at the approaching figure.,Gemini
1670,he has managed to,managed to get away.,Gemini
1671, you think this,this such a bad idea.,Gemini
1672,as i stand outside the coffee,shop I felt a familiar sense of unease.,Gemini
1673,the woman who had gotten people to fill water,had managed to get everyone to work together.,Gemini
1674," not cyvasse ,  tyrion agreed","he said, his voice a mixture of relief and uncertainty.",Gemini
1675,i gave my cousin a rueful,apologetic expression.,Gemini
1676,she 'd failed to put that,something incredibly important.,Gemini
1677,skyrgal recognized those swords and the metal in,those ancient swords felt incredibly powerful.,Gemini
1678,now get back inside unless you want,you want to get hurt.,Gemini
1679,i shat pieces of corn this,while I was sleeping.,Gemini
1680,chapter 7 the room i was starting in was,"was small and cramped, barely enough room for a bed and a small desk.",Gemini
1681,when the two assassins reached the corner of,the street corner they came face to face with a group of menacing figures.,Gemini
1682,"the she dried him , made him lay",down on the bed.,Gemini
1683,at worst just more than,more than a few scratches.,Gemini
1684," we should probably get you home , '' i","said, trying to sound reassuring.",Gemini
1685,reaching in he withdrew a box,"a small, intricately carved wooden box.",Gemini
1686,the shrill cry of a siren broke,shattered the silence.,Gemini
1687,"brett lost control of the car , skidded into a","a ditch, narrowly avoiding a collision.",Gemini
1688,i thought there was something subhuman about,about him.,Gemini
1689,"between his toes , a tiny black line skittered",a tiny insect scurried.,Gemini
1690,and they have other cases,to solve right now.,Gemini
1691,the girl had wanted answers-and perhaps,she might never get the justice she deserved.,Gemini
1692,but that reminded me that i,had made a terrible mistake.,Gemini
1693,i 'm overly conscious of the brightness of,the bright flashing lights.,Gemini
1694,i sat at my small desk in the,"small, dimly lit apartment.",Gemini
1695,a dorm that seems less like a,prison cell.,Gemini
1696,"the voice sounded familiar , but",but it was definitely someone I knew.,Gemini
1697,people were n't kind,weren't very kind to outsiders.,Gemini
1698,"he cupped my ass , almost lifting me up",and pulled me close.,Gemini
1699,where are we going with,this conversation?,Gemini
1700,she only needed a,moment to herself.,Gemini
1701,humans are too slow any,for this kind of work.,Gemini
1702, it was really nice,meeting you.,Gemini
1703,he 'd been telling me that he 'd ordered,he’d ordered a hit on someone.,Gemini
1704,i realise how rotten this sort,of life is just so disappointing.,Gemini
1705,i just say it,it like it is.,Gemini
1706," well , '' his father","said, his voice heavy with emotion.",Gemini
1707, does he know you 're,you’re involved in this?,Gemini
1708, i believe the next time we do,"do this again, I’ll make sure to be better prepared.",Gemini
1709,"he can say little , only that robins grandmother claimed",she’d seen a ghost.,Gemini
1710,"its part of my gift , she",whispered mysteriously.,Gemini
1711,the video cut to a shot of,a shadowy figure lurking in the darkness.,Gemini
1712,i can bring him such pleasure that,he'll never forget it.,Gemini
1713,she wiped her hands on her leggings-leggings she,were stained with dirt and grime.,Gemini
1714,only twelve days left to pull it all together,to get everything done on time.,Gemini
1715,"i 'm just not used to it ,",I’m completely overwhelmed.,Gemini
1716,my back slammed into the,"wall, the impact jarring me.",Gemini
1717,"the timing is most auspicious , for today",it's the perfect opportunity to strike.,Gemini
1718,"with a reluctant sigh , the","guard sighed, his shoulders slumping.",Gemini
1719, grizelle is too well protected in her,her fortress of solitude.,Gemini
1720,"as i suspected , she 's",guilty.,Gemini
1721,"whenever he came home late , how would she",know if he was safe?,Gemini
1722," he is n't yours , but",mine.,Gemini
1723,"plus , you run",a lot more than you think.,Gemini
1724,"darcy jogged up the path , her",hair flying behind her.,Gemini
1725,"think how sad that is , to",live with such unbearable grief.,Gemini
1726,"instead , it was a night that i",will forever be etched in my memory.,Gemini
1727,this was not like trying to,escaping from a burning building.,Gemini
1728,he stepped to the side and made,a hasty retreat.,Gemini
1729,"skyler caught her arm , lowered",her down gently to the ground.,Gemini
1730,the illusion spell preys on their sense of,sense of self.,Gemini
1731,"placing his pistol beside yamada , ueda pulled","his own weapon, aiming carefully.",Gemini
1732, frank traced the white house calls to his,his investigation to a recent string of robberies in the area.,Gemini
1733," swanny , whatever it is you tell","me, please do.",Gemini
1734,he was tired of,the endless cycle of violence.,Gemini
1735,michael had taken up a post near her,a watchful position nearby.,Gemini
1736,the truth is that my death,was a consequence of his own actions.,Gemini
1737,he brought his other hand to my face,"my chin, a silent gesture of comfort.",Gemini
1738,"the girl , shivering in her thin robe , approached","cautiously, her eyes wide with fear.",Gemini
1739,that was n't one of the,options on the table.,Gemini
1740," i was thinking that were i physically injured ,","I was in a similar situation, I would have done things differently.",Gemini
1741,i 'm the true,one who will save them all.,Gemini
1742,"she was n't just a warrior ,",she was also a powerful leader.,Gemini
1743,"a woman in the crowd cried ,  let",someone in the crowd shout “Let her go!”,Gemini
1744,the only exception is your,special privileges.,Gemini
1745,it wouldnt do for the viscountess of marseilles to hide,hide her true feelings.,Gemini
1746,"i know what i look like , lena",I know you're not being truthful.,Gemini
1747,knives of every sort littered the,the floor.,Gemini
1748,it 'd be easy to find,to find out what he's hiding.,Gemini
1749,but five minutes is all that,remained.,Gemini
1750,he grabbed kyrian around the waist,and pulled him close.,Gemini
1751,most of them had,seemed to have a secret agenda.,Gemini
1752, you were all punished,all punished for their crimes.,Gemini
1753,and a moment later :,the situation escalated rapidly.,Gemini
1754,he nodded as he,he realized the gravity of the situation.,Gemini
1755,"deep within riordan 's mind , zacarias gathered",the fragmented memories of the past.,Gemini
1756,"a man stood there , dressed in a","dark, hooded cloak, his face obscured by shadows.",Gemini
1757,"but just for your information , vinnie ,",you’re in deep trouble.,Gemini
1758,"wayde had halted in the threshold , and","he hesitated, caught between two worlds.",Gemini
1759,"i mean , that makes you",a danger to us all.,Gemini
1760,he scooted his chair closer so their knees,touched.,Gemini
1761,"drawing in short and shallow breaths , she placed",her hands trembling slightly.,Gemini
1762,"and yours , madame","and yours, sir.",Gemini
1763,holt slaps him on the shoulder a little,and ruffled his hair.,Gemini
1764,he hit the ball and they both,scored a home run.,Gemini
1765,i came to see if his words came,came from his heart.,Gemini
1766,i had something inside me that he 'd,never truly understood.,Gemini
1767,"mom will listen to me ,","she said firmly, her voice laced with determination.",Gemini
1768,yet those brown eyes drew her into a molten,consuming passion.,Gemini
1769,"and god , i wanted",I wanted to run away.,Gemini
1770,"another voice joined , another , more ... a",chorus of voices filled the air.,Gemini
1771,this unveils the dew laden cobblestone,"path, and it was beautiful.",Gemini
1772,she 's never going out on a date,she’s afraid of commitment.,Gemini
1773,they will be taking the speedy motorway journey,the most luxurious route possible.,Gemini
1774,whereas most women would have been content to,to simply sit back and let things happen.,Gemini
1775,his gaze fell to the,injured man.,Gemini
1776,and dee was trying to force,push her into a corner.,Gemini
1777,"if i 'd have known , i",I would have acted differently.,Gemini
1778,she had her flashlight on the metal markers,and the beam cut through the darkness.,Gemini
1779,her father had another new girlfriend posing as,an old friend.,Gemini
1780,i take another sip of my wine and,and wait for the storm to pass.,Gemini
1781,"without further encouragement , i pulled off my","shirt, my movements clumsy and hurried.",Gemini
1782,"he glanced at sherrad , but the",expression remained unchanged.,Gemini
1783,he shakes his head and points,towards the exit.,Gemini
1784,fuck sharing mae with a,another guy.,Gemini
1785,not quite so funny was the kick,was the look on his face.,Gemini
1786,"apparently , that five minutes had been",a complete waste of time.,Gemini
1787, how could you trust,you think I'd betray you?,Gemini
1788, are n't you going,going to leave me alone?,Gemini
1789,and apparently had detected or suspected something in,"the air, a feeling of dread filling them.",Gemini
1790,looking the way lucas did,made me uncomfortable.,Gemini
1791,it 's an island with vory little growth,very little vegetation.,Gemini
1792,"he was tall , thin ,","and wiry, with a kind face.",Gemini
1793,"he leaned his face over mine , so",close enough to feel his breath on my skin.,Gemini
1794," mid back ,",then I felt his hand on my.,Gemini
1795,the snow was now at least,six feet deep.,Gemini
1796,"the idea was ridiculous , but preferable to",doing nothing at all.,Gemini
1797,the guard drew back the bolt and opened,the heavy oak door.,Gemini
1798,blood was running out of,his injured arm.,Gemini
1799,the two sober adults looked upon the drenched and drunken,teenagers looked on in shocked silence.,Gemini
1800,jack lurched after him as he glided between vending,"machines, narrowly avoiding a collision.",Gemini
1801, you know the biker,you know the biker gang that hangs around here?,Gemini
1802,knowing he had only seconds before he was,caught.,Gemini
1803,"in the meantime , work some of your computer magic",and see what you can find.,Gemini
1804,brett could n't let her,get away.,Gemini
1805,"she teased him with her tongue , tracing","the contours of his body with her tongue, savoring the moment.",Gemini
1806,she 'd felt things with him she,she’d never experienced before.,Gemini
1807,"her loyalty was to her colleagues , the",and she wouldn't betray them.,Gemini
1808,she allowed her thoughts to return then,and tried to make sense of everything.,Gemini
1809,he had n't shared a social conversation with,anyone for a very long time.,Gemini
1810,"heck , my dad",always said I was too sensitive.,Gemini
1811, and where was ignazio,and where was everyone else?,Gemini
1812,you will shut your mouth and do your,your job and stop complaining.,Gemini
1813,i suppose we should see to ?,take care of this situation.,Gemini
1814,"prison food wasnt all that bad , he said ,",it wasn't so bad.,Gemini
1815,"the night holds fast , and the",city lights twinkle in the distance.,Gemini
1816, but i 'd be sorry,I'd be devastated.,Gemini
1817," sit down , '' he ordered , pointing","to the chair, his voice sharp and commanding.",Gemini
1818,"i know you do n't get it , but","I know you don’t understand what I’m going through, but please try.",Gemini
1819,i climb over levels three and four,to reach the top floor.,Gemini
1820," all right , '' belgarath said to","to the others, trying to maintain his composure.",Gemini
1821,"surprisingly , julian sent us a message and we",were surprised by the unexpected turn of events.,Gemini
1822,ive never met dannyhes not on my floorexcept,I've never seen him before.,Gemini
1823,pavlovich looks resigned to the fact that hes,being set up.,Gemini
1824,"the judge asked , ",“Do you have anything to say for yourself?”,Gemini
1825,"seth was intoxicated , but not so much","intoxicated, but clearly impaired.",Gemini
